num_uavs,pdr,avg_latency_ms,avg_hop_count,avg_link_lifetime_s,topology_change_rate_per_s,throughput_packets_per_s
3.0,0.20333333333333334,14.222362966865814,1.0327868852459017,25.0,0.18333333333333332,1.0166666666666666
5.0,0.3,15.14287470182209,1.25,26.6,0.5666666666666667,1.5
10.0,0.6066666666666667,17.818502454775253,1.8516483516483517,33.977777777777774,2.75,3.033333333333333
15.0,0.6683333333333333,20.078644570639263,2.361596009975062,29.152380952380952,6.041666666666667,3.341666666666667
20.0,0.8333333333333334,22.144032141045816,2.808,28.107526881720432,8.025,4.166666666666667
