scenario,source,trace_source,trace_file,link_model,routing_protocol,num_uavs,seed,samples,duration_s,packet_attempts,delivered_packets,pdr,avg_latency_ms,std_latency_ms,avg_hops,throughput_pps,topology_changes_per_s,avg_link_lifetime_s,control_packets_per_s,route_discoveries,route_failures,stale_route_failures,channel_failures,mean_link_reliability,mean_sinr_db,energy_mj_per_packet
synthetic_binary_aodv,synthetic,synthetic,,binary,aodv_like_reactive,20,7326,30,30.0,150,132,0.88,33.46316389357645,7.563671142684329,2.606060606060606,4.4,9.2,10.772058823529411,104.7,141,31,0,0,1.0,99.0,0.0
synthetic_binary_aodv,synthetic,synthetic,,binary,aodv_like_reactive,20,7327,30,30.0,150,140,0.9333333333333333,32.86737851320399,7.8382528869166626,2.507142857142857,4.666666666666667,10.0,10.457142857142857,103.63333333333334,139,35,0,0,1.0,99.0,0.0
synthetic_binary_aodv,synthetic,synthetic,,binary,aodv_like_reactive,20,7328,30,30.0,150,107,0.7133333333333334,34.76699286554796,7.997030725779861,2.8411214953271027,3.566666666666667,7.9,9.741379310344827,106.5,145,26,0,0,1.0,99.0,0.0
synthetic_binary_aodv,synthetic,synthetic,,binary,aodv_like_reactive,20,7329,30,30.0,150,141,0.94,31.231750978928364,7.047767505859081,2.2056737588652484,4.7,10.733333333333333,11.590909090909092,99.53333333333333,135,28,0,0,1.0,99.0,0.0
synthetic_wireless_aodv,synthetic,synthetic,,wireless,aodv_like_reactive,20,7300,30,30.0,150,135,0.9,27.337211184545144,3.568343237867477,1.6296296296296295,4.5,84.8,11.136842105263158,103.4,143,38,0,15,0.9632881729798363,25.64948833523678,0.2750084740740741
synthetic_wireless_aodv,synthetic,synthetic,,wireless,aodv_like_reactive,20,7301,30,30.0,150,139,0.9266666666666666,27.59090745599079,3.4356712104081377,1.6402877697841727,4.633333333333334,84.4,10.76842105263158,104.76666666666667,145,38,0,11,0.951599387902095,26.28208160759765,0.276807090647482
synthetic_wireless_aodv,synthetic,synthetic,,wireless,aodv_like_reactive,20,7302,30,30.0,150,143,0.9533333333333334,27.613771473958213,3.5656952682401224,1.6643356643356644,4.766666666666667,82.66666666666667,10.778947368421052,104.16666666666667,144,35,0,7,0.9677090498495888,25.38193784944449,0.2808652979020979
synthetic_wireless_aodv,synthetic,synthetic,,wireless,aodv_like_reactive,20,7303,30,30.0,150,134,0.8933333333333333,27.037023923294843,4.053740356185188,1.6343283582089552,4.466666666666667,83.0,10.978947368421053,101.0,140,47,0,16,0.9663950882030773,27.526919846541823,0.27580140895522387
synthetic_wireless_aodv,synthetic,synthetic,,wireless,aodv_like_reactive,20,7304,30,30.0,150,135,0.9,28.026959891362527,2.879972077452799,1.6666666666666667,4.5,82.16666666666667,10.531578947368422,107.1,148,44,0,15,0.9717902915395765,27.113828185140644,0.28125866666666666
synthetic_wireless_aodv,synthetic,synthetic,,wireless,aodv_like_reactive,20,7305,30,30.0,150,134,0.8933333333333333,27.46298792751577,3.9093672896906924,1.6791044776119404,4.466666666666667,82.43333333333334,10.694736842105263,102.73333333333333,142,39,0,16,0.9573791163281224,25.556122643515707,0.2833576119402985
synthetic_wireless_aodv,synthetic,synthetic,,wireless,aodv_like_reactive,20,7306,30,30.0,150,141,0.94,27.48795002060753,3.8533345453597927,1.6950354609929077,4.7,82.56666666666666,10.8,102.13333333333334,141,40,0,9,0.9548274726789261,26.624947392069377,0.28604604822695034
synthetic_wireless_aodv,synthetic,synthetic,,wireless,aodv_like_reactive,20,7307,30,30.0,150,133,0.8866666666666667,27.771055113246877,2.80141469870266,1.6541353383458646,4.433333333333334,81.6,10.910526315789474,106.06666666666666,147,47,0,17,0.9383358458368233,24.71752779603303,0.27914393984962405
synthetic_wireless_aodv,synthetic,synthetic,,wireless,aodv_like_reactive,20,7308,30,30.0,150,130,0.8666666666666667,27.213060112541935,3.7895711584250806,1.6384615384615384,4.333333333333333,86.23333333333333,10.826315789473684,103.23333333333333,143,37,0,20,0.9729621472007706,26.112797934963947,0.2764989046153846
synthetic_wireless_aodv,synthetic,synthetic,,wireless,aodv_like_reactive,20,7309,30,30.0,150,136,0.9066666666666666,27.49738531095048,3.363383021696611,1.625,4.533333333333333,81.83333333333333,10.878947368421052,103.83333333333333,144,34,0,14,0.971840142928586,26.86747803150528,0.2742272
synthetic_wireless_aodv,synthetic,synthetic,,wireless,aodv_like_reactive,20,7310,30,30.0,150,141,0.94,27.73999569928416,3.1088165270252044,1.7163120567375887,4.7,82.13333333333334,10.842105263157896,104.2,144,35,0,9,0.9459686156818685,25.275418940793635,0.2896365843971631
synthetic_wireless_aodv,synthetic,synthetic,,wireless,aodv_like_reactive,20,7311,30,30.0,150,133,0.8866666666666667,27.660132802275356,3.489557192143308,1.7142857142857142,4.433333333333334,85.76666666666667,11.336842105263157,103.53333333333333,143,33,0,17,0.9758349165765003,26.524082395478004,0.28929462857142857
synthetic_wireless_aodv,synthetic,synthetic,,wireless,aodv_like_reactive,20,7312,30,30.0,150,134,0.8933333333333333,27.720602811916525,3.548094004336633,1.6343283582089552,4.466666666666667,82.36666666666666,10.58421052631579,103.33333333333333,143,40,0,16,0.9449360769527617,25.389134313706126,0.27580140895522387
synthetic_wireless_aodv,synthetic,synthetic,,wireless,aodv_like_reactive,20,7313,30,30.0,150,139,0.9266666666666666,27.980754309128557,2.9746587781411904,1.683453237410072,4.633333333333334,83.56666666666666,10.8,105.66666666666667,146,36,0,11,0.9407702147342908,24.607903350906167,0.2840914877697842
synthetic_wireless_aodv,synthetic,synthetic,,wireless,aodv_like_reactive,20,7314,30,30.0,150,127,0.8466666666666667,27.608501825293473,3.385646169325399,1.6771653543307086,4.233333333333333,83.43333333333334,10.978947368421053,101.86666666666666,141,33,0,21,0.9479968139748912,26.777923822659183,0.2830303748031496
synthetic_wireless_aodv,synthetic,synthetic,,wireless,aodv_like_reactive,20,7315,30,30.0,150,133,0.8866666666666667,27.68390572848125,3.283402475253656,1.669172932330827,4.433333333333334,84.46666666666667,10.894736842105264,104.93333333333334,145,40,0,17,0.9661288568497589,27.26595533238497,0.28168161203007513
synthetic_wireless_aodv,synthetic,synthetic,,wireless,aodv_like_reactive,20,7316,30,30.0,150,143,0.9533333333333334,27.805987448406707,3.2591004063105222,1.7202797202797202,4.766666666666667,84.3,10.76842105263158,105.1,145,44,0,7,0.9657247656921891,27.448941178451253,0.2903061482517482
synthetic_wireless_aodv,synthetic,synthetic,,wireless,aodv_like_reactive,20,7317,30,30.0,150,140,0.9333333333333333,27.068429871381742,3.743093366251116,1.6142857142857143,4.666666666666667,84.83333333333333,11.1,101.73333333333333,141,42,0,10,0.9649057732882729,25.243986301713804,0.2724191085714286
synthetic_wireless_aodv,synthetic,synthetic,,wireless,aodv_like_reactive,20,7318,30,30.0,150,138,0.92,27.846246390750245,3.389137906115075,1.7391304347826086,4.6,81.9,10.952631578947368,104.4,144,48,0,12,0.97105251064268,25.61026145050864,0.29348730434782605
synthetic_wireless_aodv,synthetic,synthetic,,wireless,aodv_like_reactive,20,7319,30,30.0,150,136,0.9066666666666666,27.864435106132362,3.280930982747709,1.713235294117647,4.533333333333333,85.3,10.6,104.2,144,35,0,12,0.9611935036639987,26.154941717888455,0.28911736470588234
synthetic_wireless_aodv,synthetic,synthetic,,wireless,aodv_like_reactive,20,7320,30,30.0,150,140,0.9333333333333333,27.584430900354338,3.310948705953028,1.6857142857142857,4.666666666666667,85.16666666666667,11.047368421052632,104.13333333333334,144,38,0,10,0.9679998730019715,25.92733542161774,0.2844730514285714
synthetic_wireless_aodv,synthetic,synthetic,,wireless,aodv_like_reactive,20,7321,30,30.0,150,134,0.8933333333333333,27.058107743042335,4.148330346584812,1.6119402985074627,4.466666666666667,84.03333333333333,10.863157894736842,101.03333333333333,140,39,0,16,0.9756602924904485,27.118143212386986,0.27202330746268655
synthetic_wireless_aodv,synthetic,synthetic,,wireless,aodv_like_reactive,20,7322,30,30.0,150,140,0.9333333333333333,27.58511153505922,3.5757615386346577,1.6857142857142857,4.666666666666667,83.3,10.552631578947368,103.5,143,30,0,10,0.9654602143687508,25.530280280160557,0.2844730514285714
synthetic_wireless_aodv,synthetic,synthetic,,wireless,aodv_like_reactive,20,7323,30,30.0,150,132,0.88,27.845766715277424,3.0455185540877405,1.6742424242424243,4.4,86.13333333333334,11.06842105263158,105.6,146,41,0,18,0.9487876969807015,26.931315224533996,0.28253711515151514
synthetic_wireless_aodv,synthetic,synthetic,,wireless,aodv_like_reactive,20,7324,30,30.0,150,138,0.92,27.089317452529283,4.343023765901694,1.6231884057971016,4.6,82.76666666666667,10.9,100.43333333333334,139,42,0,12,0.9604617411154501,26.520688320553973,0.273921484057971
synthetic_wireless_aodv,synthetic,synthetic,,wireless,aodv_like_reactive,20,7325,30,30.0,150,135,0.9,27.69689861278559,3.399955621137853,1.6814814814814816,4.5,83.9,11.036842105263158,104.16666666666667,144,38,0,15,0.960033500308276,25.370261142615664,0.2837587437037037
synthetic_wireless_aodv,synthetic,synthetic,,wireless,aodv_like_reactive,20,7326,30,30.0,150,137,0.9133333333333333,27.805973651273128,3.0424998546196176,1.6715328467153285,4.566666666666666,84.2,10.936842105263159,105.66666666666667,146,41,0,13,0.9665015771681981,26.888405453545012,0.28207985985401457
synthetic_wireless_aodv,synthetic,synthetic,,wireless,aodv_like_reactive,20,7327,30,30.0,150,139,0.9266666666666666,27.227185682427063,4.01400711226247,1.6402877697841727,4.633333333333334,82.73333333333333,10.847368421052632,101.9,141,43,0,11,0.9786452014760693,27.79605235842221,0.276807090647482
synthetic_wireless_aodv,synthetic,synthetic,,wireless,aodv_like_reactive,20,7328,30,30.0,150,138,0.92,27.520470917417438,3.023087537372992,1.6376811594202898,4.6,82.6,10.494736842105263,104.0,144,37,0,12,0.9669515365808496,24.461405607587544,0.2763672115942029
synthetic_wireless_aodv,synthetic,synthetic,,wireless,aodv_like_reactive,20,7329,30,30.0,150,135,0.9,27.323235737070775,3.7334576636148658,1.6444444444444444,4.5,85.2,10.978947368421053,102.53333333333333,142,43,0,15,0.9482621025641386,24.995793938009353,0.2775085511111111
airsim_trace_binary_aodv,trace,airsim-compatible-sample,sample_airsim_trajectory_3uav.csv,binary,aodv_like_reactive,3,7300,151,30.0,755,755,1.0,14.166656239434948,1.7387497903530829,1,25.166666666666668,0.1,30.999999999999996,1.6,12,9,0,0,1.0,99.0,0.0
airsim_trace_binary_aodv,trace,airsim-compatible-sample,sample_airsim_trajectory_3uav.csv,binary,aodv_like_reactive,3,7301,151,30.0,755,755,1.0,14.13147876122942,1.7499221644799705,1,25.166666666666668,0.1,30.999999999999996,1.6,12,9,0,0,1.0,99.0,0.0
airsim_trace_binary_aodv,trace,airsim-compatible-sample,sample_airsim_trajectory_3uav.csv,binary,aodv_like_reactive,3,7302,151,30.0,755,755,1.0,14.227868682216481,1.7783015428994873,1,25.166666666666668,0.1,30.999999999999996,1.6,12,9,0,0,1.0,99.0,0.0
airsim_trace_binary_aodv,trace,airsim-compatible-sample,sample_airsim_trajectory_3uav.csv,binary,aodv_like_reactive,3,7303,151,30.0,755,755,1.0,14.199318605939835,1.778466965980632,1,25.166666666666668,0.1,30.999999999999996,1.6,12,9,0,0,1.0,99.0,0.0
airsim_trace_binary_aodv,trace,airsim-compatible-sample,sample_airsim_trajectory_3uav.csv,binary,aodv_like_reactive,3,7304,151,30.0,755,755,1.0,14.185666306915964,1.78666114785664,1,25.166666666666668,0.1,30.999999999999996,1.6,12,9,0,0,1.0,99.0,0.0
airsim_trace_binary_aodv,trace,airsim-compatible-sample,sample_airsim_trajectory_3uav.csv,binary,aodv_like_reactive,3,7305,151,30.0,755,755,1.0,14.094036236429528,1.770957657261227,1,25.166666666666668,0.1,30.999999999999996,1.6,12,9,0,0,1.0,99.0,0.0
airsim_trace_binary_aodv,trace,airsim-compatible-sample,sample_airsim_trajectory_3uav.csv,binary,aodv_like_reactive,3,7306,151,30.0,755,755,1.0,14.176799406342328,1.731340195507778,1,25.166666666666668,0.1,30.999999999999996,1.6,12,9,0,0,1.0,99.0,0.0
airsim_trace_binary_aodv,trace,airsim-compatible-sample,sample_airsim_trajectory_3uav.csv,binary,aodv_like_reactive,3,7307,151,30.0,755,755,1.0,14.182957269715542,1.7793432043845532,1,25.166666666666668,0.1,30.999999999999996,1.6,12,9,0,0,1.0,99.0,0.0
airsim_trace_binary_aodv,trace,airsim-compatible-sample,sample_airsim_trajectory_3uav.csv,binary,aodv_like_reactive,3,7308,151,30.0,755,755,1.0,14.206222049806962,1.7358557115301734,1,25.166666666666668,0.1,30.999999999999996,1.6,12,9,0,0,1.0,99.0,0.0
airsim_trace_binary_aodv,trace,airsim-compatible-sample,sample_airsim_trajectory_3uav.csv,binary,aodv_like_reactive,3,7309,151,30.0,755,755,1.0,14.25446283062861,1.7701673570477967,1,25.166666666666668,0.1,30.999999999999996,1.6,12,9,0,0,1.0,99.0,0.0
airsim_trace_binary_aodv,trace,airsim-compatible-sample,sample_airsim_trajectory_3uav.csv,binary,aodv_like_reactive,3,7310,151,30.0,755,755,1.0,14.196907372347955,1.7784227621108017,1,25.166666666666668,0.1,30.999999999999996,1.6,12,9,0,0,1.0,99.0,0.0
airsim_trace_binary_aodv,trace,airsim-compatible-sample,sample_airsim_trajectory_3uav.csv,binary,aodv_like_reactive,3,7311,151,30.0,755,755,1.0,14.203898327606652,1.7216403413697416,1,25.166666666666668,0.1,30.999999999999996,1.6,12,9,0,0,1.0,99.0,0.0
airsim_trace_binary_aodv,trace,airsim-compatible-sample,sample_airsim_trajectory_3uav.csv,binary,aodv_like_reactive,3,7312,151,30.0,755,755,1.0,14.225082125714735,1.7861359340612404,1,25.166666666666668,0.1,30.999999999999996,1.6,12,9,0,0,1.0,99.0,0.0
airsim_trace_binary_aodv,trace,airsim-compatible-sample,sample_airsim_trajectory_3uav.csv,binary,aodv_like_reactive,3,7313,151,30.0,755,755,1.0,14.155770472549898,1.762012660524075,1,25.166666666666668,0.1,30.999999999999996,1.6,12,9,0,0,1.0,99.0,0.0
airsim_trace_binary_aodv,trace,airsim-compatible-sample,sample_airsim_trajectory_3uav.csv,binary,aodv_like_reactive,3,7314,151,30.0,755,755,1.0,14.208784241961522,1.7777070118407612,1,25.166666666666668,0.1,30.999999999999996,1.6,12,9,0,0,1.0,99.0,0.0
airsim_trace_binary_aodv,trace,airsim-compatible-sample,sample_airsim_trajectory_3uav.csv,binary,aodv_like_reactive,3,7315,151,30.0,755,755,1.0,14.171118298354084,1.7694677699895023,1,25.166666666666668,0.1,30.999999999999996,1.6,12,9,0,0,1.0,99.0,0.0
airsim_trace_binary_aodv,trace,airsim-compatible-sample,sample_airsim_trajectory_3uav.csv,binary,aodv_like_reactive,3,7316,151,30.0,755,755,1.0,14.216681981701829,1.745783460289991,1,25.166666666666668,0.1,30.999999999999996,1.6,12,9,0,0,1.0,99.0,0.0
airsim_trace_binary_aodv,trace,airsim-compatible-sample,sample_airsim_trajectory_3uav.csv,binary,aodv_like_reactive,3,7317,151,30.0,755,755,1.0,14.21166481127292,1.720473720550995,1,25.166666666666668,0.1,30.999999999999996,1.6,12,9,0,0,1.0,99.0,0.0
airsim_trace_binary_aodv,trace,airsim-compatible-sample,sample_airsim_trajectory_3uav.csv,binary,aodv_like_reactive,3,7318,151,30.0,755,755,1.0,14.188463823580058,1.753821811266512,1,25.166666666666668,0.1,30.999999999999996,1.6,12,9,0,0,1.0,99.0,0.0
airsim_trace_binary_aodv,trace,airsim-compatible-sample,sample_airsim_trajectory_3uav.csv,binary,aodv_like_reactive,3,7319,151,30.0,755,755,1.0,14.133694831005975,1.7781680690302197,1,25.166666666666668,0.1,30.999999999999996,1.6,12,9,0,0,1.0,99.0,0.0
airsim_trace_binary_aodv,trace,airsim-compatible-sample,sample_airsim_trajectory_3uav.csv,binary,aodv_like_reactive,3,7320,151,30.0,755,755,1.0,14.180111451455845,1.7534447435555862,1,25.166666666666668,0.1,30.999999999999996,1.6,12,9,0,0,1.0,99.0,0.0
airsim_trace_binary_aodv,trace,airsim-compatible-sample,sample_airsim_trajectory_3uav.csv,binary,aodv_like_reactive,3,7321,151,30.0,755,755,1.0,14.222073754847576,1.788526291975509,1,25.166666666666668,0.1,30.999999999999996,1.6,12,9,0,0,1.0,99.0,0.0
airsim_trace_binary_aodv,trace,airsim-compatible-sample,sample_airsim_trajectory_3uav.csv,binary,aodv_like_reactive,3,7322,151,30.0,755,755,1.0,14.129141618480967,1.6902369098882413,1,25.166666666666668,0.1,30.999999999999996,1.6,12,9,0,0,1.0,99.0,0.0
airsim_trace_binary_aodv,trace,airsim-compatible-sample,sample_airsim_trajectory_3uav.csv,binary,aodv_like_reactive,3,7323,151,30.0,755,755,1.0,14.249915810996882,1.790090941886057,1,25.166666666666668,0.1,30.999999999999996,1.6,12,9,0,0,1.0,99.0,0.0
airsim_trace_binary_aodv,trace,airsim-compatible-sample,sample_airsim_trajectory_3uav.csv,binary,aodv_like_reactive,3,7324,151,30.0,755,755,1.0,14.163204432754805,1.78838690864945,1,25.166666666666668,0.1,30.999999999999996,1.6,12,9,0,0,1.0,99.0,0.0
airsim_trace_binary_aodv,trace,airsim-compatible-sample,sample_airsim_trajectory_3uav.csv,binary,aodv_like_reactive,3,7325,151,30.0,755,755,1.0,14.152713049461182,1.7867105390476699,1,25.166666666666668,0.1,30.999999999999996,1.6,12,9,0,0,1.0,99.0,0.0
airsim_trace_binary_aodv,trace,airsim-compatible-sample,sample_airsim_trajectory_3uav.csv,binary,aodv_like_reactive,3,7326,151,30.0,755,755,1.0,14.209810130412135,1.7682255387471715,1,25.166666666666668,0.1,30.999999999999996,1.6,12,9,0,0,1.0,99.0,0.0
airsim_trace_binary_aodv,trace,airsim-compatible-sample,sample_airsim_trajectory_3uav.csv,binary,aodv_like_reactive,3,7327,151,30.0,755,755,1.0,14.125445684197075,1.7022980294730967,1,25.166666666666668,0.1,30.999999999999996,1.6,12,9,0,0,1.0,99.0,0.0
airsim_trace_binary_aodv,trace,airsim-compatible-sample,sample_airsim_trajectory_3uav.csv,binary,aodv_like_reactive,3,7328,151,30.0,755,755,1.0,14.165894155451344,1.7733288463338126,1,25.166666666666668,0.1,30.999999999999996,1.6,12,9,0,0,1.0,99.0,0.0
airsim_trace_binary_aodv,trace,airsim-compatible-sample,sample_airsim_trajectory_3uav.csv,binary,aodv_like_reactive,3,7329,151,30.0,755,755,1.0,14.228643968241075,1.812945548145945,1,25.166666666666668,0.1,30.999999999999996,1.6,12,9,0,0,1.0,99.0,0.0
airsim_trace_wireless_aodv,trace,airsim-compatible-sample,sample_airsim_trajectory_3uav.csv,wireless,aodv_like_reactive,3,7300,151,30.0,755,697,0.9231788079470199,15.219907962790918,4.441995520815371,1.285509325681492,23.233333333333334,4.566666666666666,25.599999999999998,17.4,134,82,0,9,0.9916058374934482,34.20848885009047,0.21693638335724533
airsim_trace_wireless_aodv,trace,airsim-compatible-sample,sample_airsim_trajectory_3uav.csv,wireless,aodv_like_reactive,3,7301,151,30.0,755,706,0.9350993377483444,15.236918339154492,4.43428804277175,1.301699716713881,23.533333333333335,4.366666666666666,25.26666666666667,16.966666666666665,130,81,0,3,0.9928243239652357,34.37525496630093,0.21966859603399433
airsim_trace_wireless_aodv,trace,airsim-compatible-sample,sample_airsim_trajectory_3uav.csv,wireless,aodv_like_reactive,3,7302,151,30.0,755,715,0.9470198675496688,15.085556830508327,4.2672804815665515,1.3174825174825175,23.833333333333332,3.9,26.466666666666665,13.933333333333334,102,74,0,15,0.9955522947710667,34.67829086560778,0.22233202573426575
airsim_trace_wireless_aodv,trace,airsim-compatible-sample,sample_airsim_trajectory_3uav.csv,wireless,aodv_like_reactive,3,7303,151,30.0,755,702,0.9298013245033112,14.95792889277458,4.181313384101314,1.264957264957265,23.4,4.166666666666667,25.46666666666667,14.966666666666667,115,71,0,12,0.991428627233805,34.0076047396463,0.21346811623931625
airsim_trace_wireless_aodv,trace,airsim-compatible-sample,sample_airsim_trajectory_3uav.csv,wireless,aodv_like_reactive,3,7304,151,30.0,755,704,0.9324503311258279,14.747563786285173,4.27679862333427,1.1946022727272727,23.466666666666665,4.033333333333333,26.133333333333333,15.066666666666666,115,73,0,11,0.9955751102720175,35.073644069604946,0.20159534545454544
airsim_trace_wireless_aodv,trace,airsim-compatible-sample,sample_airsim_trajectory_3uav.csv,wireless,aodv_like_reactive,3,7305,151,30.0,755,702,0.9298013245033112,15.085930348994859,4.466008737491077,1.2535612535612535,23.4,4.766666666666667,25.33333333333333,16.7,128,82,0,10,0.9979129744123812,34.37015412909659,0.21154498005698005
