scenario,source,trace_source,trace_file,link_model,routing_protocol,num_uavs,seed,samples,duration_s,packet_attempts,delivered_packets,pdr,avg_latency_ms,std_latency_ms,avg_hops,throughput_pps,topology_changes_per_s,avg_link_lifetime_s,control_packets_per_s,route_discoveries,route_failures,stale_route_failures,channel_failures,mean_link_reliability,mean_sinr_db,energy_mj_per_packet
synthetic_binary_aodv,synthetic,synthetic,,binary,aodv_like_reactive,20,7300,30,30.0,150,116,0.7733333333333333,33.74847106696753,7.3530164052019105,2.6379310344827585,3.8666666666666667,8.833333333333334,10.338461538461539,105.8,144,21,0,0,1.0,99.0,0.0
synthetic_binary_aodv,synthetic,synthetic,,binary,aodv_like_reactive,20,7301,30,30.0,150,140,0.9333333333333333,33.2510490445139,8.01602538107558,2.65,4.666666666666667,9.1,11.892307692307693,101.96666666666667,136,38,0,0,1.0,99.0,0.0
synthetic_binary_aodv,synthetic,synthetic,,binary,aodv_like_reactive,20,7302,30,30.0,150,115,0.7666666666666667,31.6707697999578,7.4262208269825685,2.3130434782608695,3.8333333333333335,8.3,9.708661417322835,100.13333333333334,138,22,0,0,1.0,99.0,0.0
synthetic_binary_aodv,synthetic,synthetic,,binary,aodv_like_reactive,20,7303,30,30.0,150,137,0.9133333333333333,32.50808538598826,7.288371839075143,2.4744525547445257,4.566666666666666,9.166666666666666,11.330882352941176,102.46666666666667,138,28,0,0,1.0,99.0,0.0
synthetic_binary_aodv,synthetic,synthetic,,binary,aodv_like_reactive,20,7304,30,30.0,150,130,0.8666666666666667,32.83697967437937,8.69260712987686,2.6538461538461537,4.333333333333333,8.133333333333333,10.173228346456693,98.9,133,24,0,0,1.0,99.0,0.0
synthetic_binary_aodv,synthetic,synthetic,,binary,aodv_like_reactive,20,7305,30,30.0,150,133,0.8866666666666667,34.501099001203166,9.185598834284297,2.744360902255639,4.433333333333334,10.166666666666666,10.42361111111111,107.06666666666666,143,32,0,0,1.0,99.0,0.0
synthetic_binary_aodv,synthetic,synthetic,,binary,aodv_like_reactive,20,7306,30,30.0,150,120,0.8,31.530492628433617,6.256892839636642,2.216666666666667,4.0,9.966666666666667,9.891891891891891,102.46666666666667,141,30,0,0,1.0,99.0,0.0
synthetic_binary_aodv,synthetic,synthetic,,binary,aodv_like_reactive,20,7307,30,30.0,150,127,0.8466666666666667,31.110991836513453,8.126075892700175,2.251968503937008,4.233333333333333,8.733333333333333,12.154411764705882,98.06666666666666,134,22,0,0,1.0,99.0,0.0
synthetic_binary_aodv,synthetic,synthetic,,binary,aodv_like_reactive,20,7308,30,30.0,150,135,0.9,33.863701428304374,6.855307724036179,2.7037037037037037,4.5,8.333333333333334,9.976744186046512,104.63333333333334,140,33,0,0,1.0,99.0,0.0
synthetic_binary_aodv,synthetic,synthetic,,binary,aodv_like_reactive,20,7309,30,30.0,150,114,0.76,33.081170575932255,8.207827309491186,2.6403508771929824,3.8,8.966666666666667,8.992647058823529,101.1,138,20,0,0,1.0,99.0,0.0
synthetic_binary_aodv,synthetic,synthetic,,binary,aodv_like_reactive,20,7310,30,30.0,150,127,0.8466666666666667,34.5739840321003,7.569375244218283,2.7716535433070866,4.233333333333333,7.7,9.357723577235772,107.26666666666667,144,40,0,0,1.0,99.0,0.0
synthetic_binary_aodv,synthetic,synthetic,,binary,aodv_like_reactive,20,7311,30,30.0,150,116,0.7733333333333333,32.06914755729353,7.65490224563412,2.3620689655172415,3.8666666666666667,8.633333333333333,11.435114503816793,101.13333333333334,139,26,0,0,1.0,99.0,0.0
synthetic_binary_aodv,synthetic,synthetic,,binary,aodv_like_reactive,20,7312,30,30.0,150,144,0.96,34.33232925395602,9.030306054576561,2.8194444444444446,4.8,8.433333333333334,10.35,105.7,139,30,0,0,1.0,99.0,0.0
synthetic_binary_aodv,synthetic,synthetic,,binary,aodv_like_reactive,20,7313,30,30.0,150,122,0.8133333333333334,33.74559696484121,6.926585419892691,2.5327868852459017,4.066666666666666,8.566666666666666,10.124031007751938,108.16666666666667,147,24,0,0,1.0,99.0,0.0
synthetic_binary_aodv,synthetic,synthetic,,binary,aodv_like_reactive,20,7314,30,30.0,150,143,0.9533333333333334,32.13777697827259,7.34333275281009,2.370629370629371,4.766666666666667,9.966666666666667,11.08843537414966,102.6,138,34,0,0,1.0,99.0,0.0
synthetic_binary_aodv,synthetic,synthetic,,binary,aodv_like_reactive,20,7315,30,30.0,150,144,0.96,33.86954750702625,7.598660855014172,2.6458333333333335,4.8,9.4,9.729166666666666,106.83333333333333,142,26,0,0,1.0,99.0,0.0
synthetic_binary_aodv,synthetic,synthetic,,binary,aodv_like_reactive,20,7316,30,30.0,150,145,0.9666666666666667,31.22270273725406,6.427243625791776,2.206896551724138,4.833333333333333,8.966666666666667,11.244604316546763,100.33333333333333,136,40,0,0,1.0,99.0,0.0
synthetic_binary_aodv,synthetic,synthetic,,binary,aodv_like_reactive,20,7317,30,30.0,150,120,0.8,32.72539776669329,6.960879372528803,2.45,4.0,7.433333333333334,11.491379310344827,103.9,142,31,0,0,1.0,99.0,0.0
synthetic_binary_aodv,synthetic,synthetic,,binary,aodv_like_reactive,20,7318,30,30.0,150,120,0.8,33.00944160182109,6.723239765661116,2.4833333333333334,4.0,8.2,9.51937984496124,104.83333333333333,143,29,0,0,1.0,99.0,0.0
synthetic_binary_aodv,synthetic,synthetic,,binary,aodv_like_reactive,20,7319,30,30.0,150,142,0.9466666666666667,31.513435118970587,6.86286844236619,2.1619718309859155,4.733333333333333,9.4,10.26530612244898,103.86666666666666,141,39,0,0,1.0,99.0,0.0
synthetic_binary_aodv,synthetic,synthetic,,binary,aodv_like_reactive,20,7320,30,30.0,150,118,0.7866666666666666,32.79427767556697,8.076951898475171,2.4915254237288136,3.933333333333333,7.7,11.7,102.66666666666667,140,24,0,0,1.0,99.0,0.0
synthetic_binary_aodv,synthetic,synthetic,,binary,aodv_like_reactive,20,7321,30,30.0,150,132,0.88,32.796506623523406,6.9846328737822665,2.537878787878788,4.4,8.466666666666667,10.421875,101.4,137,29,0,0,1.0,99.0,0.0
synthetic_binary_aodv,synthetic,synthetic,,binary,aodv_like_reactive,20,7322,30,30.0,150,133,0.8866666666666667,33.95951248587071,7.721483672746378,2.699248120300752,4.433333333333334,9.6,9.873134328358208,106.13333333333334,142,38,0,0,1.0,99.0,0.0
synthetic_binary_aodv,synthetic,synthetic,,binary,aodv_like_reactive,20,7323,30,30.0,150,125,0.8333333333333334,31.831598355582276,7.485884031709639,2.32,4.166666666666667,9.333333333333334,10.682758620689656,101.73333333333333,139,24,0,0,1.0,99.0,0.0
synthetic_binary_aodv,synthetic,synthetic,,binary,aodv_like_reactive,20,7324,30,30.0,150,140,0.9333333333333333,34.54803560692709,7.384869454116826,2.742857142857143,4.666666666666667,9.333333333333334,10.243055555555555,109.16666666666667,145,42,0,0,1.0,99.0,0.0
synthetic_binary_aodv,synthetic,synthetic,,binary,aodv_like_reactive,20,7325,30,30.0,150,119,0.7933333333333333,32.84140843096079,7.851562246622527,2.495798319327731,3.966666666666667,7.166666666666667,12.017391304347827,103.13333333333334,141,24,0,0,1.0,99.0,0.0
