protocol,num_uavs,communication_range_m,speed_profile,packets_per_step,mobility_model,seed,attempted,delivered,pdr,avg_latency_ms,avg_hops,throughput_pps,topology_changes_per_s,avg_link_lifetime_s,control_packets_per_s,route_failures,stale_route_failures,factor,level,duration_s,repetition
aodv_like_reactive,5,35.0,medium,5,random_waypoint,5692,150,66,0.44,19.716514318108953,1.5,2.2,0.2,21.5,17.233333333333334,12,0,UAV count,5,30.0,17
aodv_like_reactive,5,35.0,medium,5,random_waypoint,5729,150,67,0.44666666666666666,19.13183826007848,1.328358208955224,2.2333333333333334,0.3,18.4,17.066666666666666,13,0,UAV count,5,30.0,18
aodv_like_reactive,5,35.0,medium,5,random_waypoint,5766,150,39,0.26,18.773812843532777,1.1025641025641026,1.3,0.23333333333333334,12.333333333333334,20.533333333333335,6,0,UAV count,5,30.0,19
aodv_like_reactive,5,35.0,medium,5,random_waypoint,5803,150,49,0.32666666666666666,19.324067310985733,1.2653061224489797,1.6333333333333333,0.3333333333333333,12.333333333333334,19.366666666666667,9,0,UAV count,5,30.0,20
aodv_like_reactive,5,35.0,medium,5,random_waypoint,5840,150,40,0.26666666666666666,18.843477961686464,1.3,1.3333333333333333,0.16666666666666666,17.333333333333332,20.033333333333335,7,0,UAV count,5,30.0,21
aodv_like_reactive,5,35.0,medium,5,random_waypoint,5877,150,35,0.23333333333333334,19.294325670419273,1.1428571428571428,1.1666666666666667,0.13333333333333333,15.0,21.5,4,0,UAV count,5,30.0,22
aodv_like_reactive,5,35.0,medium,5,random_waypoint,5914,150,100,0.6666666666666666,20.973235554543,1.7,3.3333333333333335,0.23333333333333334,21.8,13.566666666666666,14,0,UAV count,5,30.0,23
aodv_like_reactive,5,35.0,medium,5,random_waypoint,5951,150,32,0.21333333333333335,20.81143347604828,1.375,1.0666666666666667,0.3333333333333333,11.0,21.833333333333332,4,0,UAV count,5,30.0,24
aodv_like_reactive,5,35.0,medium,5,random_waypoint,5988,150,75,0.5,20.86435352708442,1.6266666666666667,2.5,0.26666666666666666,16.166666666666668,16.733333333333334,14,0,UAV count,5,30.0,25
aodv_like_reactive,5,35.0,medium,5,random_waypoint,6025,150,75,0.5,19.197239575509304,1.3066666666666666,2.5,0.23333333333333334,20.4,16.133333333333333,14,0,UAV count,5,30.0,26
aodv_like_reactive,5,35.0,medium,5,random_waypoint,6062,150,131,0.8733333333333333,21.296770665609355,1.7099236641221374,4.366666666666666,0.3333333333333333,18.857142857142858,10.6,23,0,UAV count,5,30.0,27
aodv_like_reactive,5,35.0,medium,5,random_waypoint,6099,150,33,0.22,17.42965841225151,1,1.1,0.13333333333333333,16.0,20.9,3,0,UAV count,5,30.0,28
aodv_like_reactive,5,35.0,medium,5,random_waypoint,6136,150,32,0.21333333333333335,17.219520747587076,1,1.0666666666666667,0.16666666666666666,13.5,20.866666666666667,3,0,UAV count,5,30.0,29
aodv_like_reactive,5,35.0,medium,5,random_waypoint,6173,150,63,0.42,20.73185265456805,1.6349206349206349,2.1,0.26666666666666666,14.5,17.633333333333333,6,0,UAV count,5,30.0,30
aodv_like_reactive,10,35.0,medium,5,random_waypoint,15100,150,59,0.3933333333333333,26.779793636337487,1.7627118644067796,1.9666666666666666,0.8666666666666667,12.0,45.833333333333336,12,0,UAV count,10,30.0,1
aodv_like_reactive,10,35.0,medium,5,random_waypoint,15137,150,86,0.5733333333333334,26.541431962578145,1.802325581395349,2.8666666666666667,0.9333333333333333,17.238095238095237,42.53333333333333,23,0,UAV count,10,30.0,2
aodv_like_reactive,10,35.0,medium,5,random_waypoint,15174,150,82,0.5466666666666666,26.84113490300278,1.9024390243902438,2.7333333333333334,1.1,14.038461538461538,43.0,17,0,UAV count,10,30.0,3
aodv_like_reactive,10,35.0,medium,5,random_waypoint,15211,150,70,0.4666666666666667,26.381150908206806,1.8714285714285714,2.3333333333333335,1.1,12.208333333333334,43.36666666666667,13,0,UAV count,10,30.0,4
aodv_like_reactive,10,35.0,medium,5,random_waypoint,15248,150,105,0.7,27.63855337057095,2.066666666666667,3.5,1.0,16.238095238095237,41.8,31,0,UAV count,10,30.0,5
aodv_like_reactive,10,35.0,medium,5,random_waypoint,15285,150,89,0.5933333333333334,28.8936824351053,2.157303370786517,2.966666666666667,0.9,14.65,45.2,23,0,UAV count,10,30.0,6
aodv_like_reactive,10,35.0,medium,5,random_waypoint,15322,150,66,0.44,27.17999156008073,1.9242424242424243,2.2,1.1,14.6,44.733333333333334,25,0,UAV count,10,30.0,7
aodv_like_reactive,10,35.0,medium,5,random_waypoint,15359,150,112,0.7466666666666667,26.420754784456744,1.8125,3.7333333333333334,1.3,16.733333333333334,39.4,31,0,UAV count,10,30.0,8
aodv_like_reactive,10,35.0,medium,5,random_waypoint,15396,150,66,0.44,25.377477780564664,1.4848484848484849,2.2,0.9,18.238095238095237,44.06666666666667,19,0,UAV count,10,30.0,9
aodv_like_reactive,10,35.0,medium,5,random_waypoint,15433,150,60,0.4,26.562326808250113,1.5333333333333334,2.0,1.0333333333333334,15.80952380952381,46.63333333333333,22,0,UAV count,10,30.0,10
aodv_like_reactive,10,35.0,medium,5,random_waypoint,15470,150,106,0.7066666666666667,27.110676373573718,1.971698113207547,3.533333333333333,1.2,14.0,40.46666666666667,23,0,UAV count,10,30.0,11
aodv_like_reactive,10,35.0,medium,5,random_waypoint,15507,150,115,0.7666666666666667,24.43568045875025,1.565217391304348,3.8333333333333335,1.3666666666666667,19.633333333333333,35.7,25,0,UAV count,10,30.0,12
aodv_like_reactive,10,35.0,medium,5,random_waypoint,15544,150,96,0.64,29.397568078368632,2.34375,3.2,0.8666666666666667,14.5,44.43333333333333,25,0,UAV count,10,30.0,13
aodv_like_reactive,10,35.0,medium,5,random_waypoint,15581,150,60,0.4,26.333867145270002,1.8166666666666667,2.0,1.0,14.6,44.53333333333333,14,0,UAV count,10,30.0,14
aodv_like_reactive,10,35.0,medium,5,random_waypoint,15618,150,124,0.8266666666666667,26.91558121263352,2.0161290322580645,4.133333333333334,1.1666666666666667,17.03846153846154,38.03333333333333,34,0,UAV count,10,30.0,15
aodv_like_reactive,10,35.0,medium,5,random_waypoint,15655,150,116,0.7733333333333333,28.191167844596784,2.0775862068965516,3.8666666666666667,1.3,15.04,42.766666666666666,46,0,UAV count,10,30.0,16
aodv_like_reactive,10,35.0,medium,5,random_waypoint,15692,150,133,0.8866666666666667,27.357563323894542,1.9473684210526316,4.433333333333334,1.5,15.25,40.166666666666664,42,0,UAV count,10,30.0,17
aodv_like_reactive,10,35.0,medium,5,random_waypoint,15729,150,56,0.37333333333333335,28.205475975890455,2.1964285714285716,1.8666666666666667,0.7333333333333333,13.125,45.13333333333333,15,0,UAV count,10,30.0,18
aodv_like_reactive,10,35.0,medium,5,random_waypoint,15766,150,121,0.8066666666666666,27.111148130941714,1.9421487603305785,4.033333333333333,1.3333333333333333,16.678571428571427,39.5,34,0,UAV count,10,30.0,19
aodv_like_reactive,10,35.0,medium,5,random_waypoint,15803,150,100,0.6666666666666666,27.99748494197085,2.08,3.3333333333333335,1.1666666666666667,16.208333333333332,42.4,26,0,UAV count,10,30.0,20
aodv_like_reactive,10,35.0,medium,5,random_waypoint,15840,150,86,0.5733333333333334,24.80809311321559,1.6627906976744187,2.8666666666666667,1.2,17.666666666666668,39.46666666666667,21,0,UAV count,10,30.0,21
aodv_like_reactive,10,35.0,medium,5,random_waypoint,15877,150,32,0.21333333333333335,24.903240484419136,1.3125,1.0666666666666667,0.6,16.428571428571427,47.3,7,0,UAV count,10,30.0,22
aodv_like_reactive,10,35.0,medium,5,random_waypoint,15914,150,61,0.4066666666666667,25.577316117391305,1.4098360655737705,2.033333333333333,1.0666666666666667,17.52173913043478,45.766666666666666,25,0,UAV count,10,30.0,23
aodv_like_reactive,10,35.0,medium,5,random_waypoint,15951,150,120,0.8,27.950236193628392,2.1416666666666666,4.0,0.9666666666666667,19.91304347826087,40.06666666666667,35,0,UAV count,10,30.0,24
aodv_like_reactive,10,35.0,medium,5,random_waypoint,15988,150,85,0.5666666666666667,25.595654757978174,1.6823529411764706,2.8333333333333335,1.0666666666666667,14.884615384615385,41.4,19,0,UAV count,10,30.0,25
aodv_like_reactive,10,35.0,medium,5,random_waypoint,16025,150,40,0.26666666666666666,26.304788469706583,1.525,1.3333333333333333,0.9,15.705882352941176,47.56666666666667,13,0,UAV count,10,30.0,26
aodv_like_reactive,10,35.0,medium,5,random_waypoint,16062,150,62,0.41333333333333333,26.668963055290053,1.8225806451612903,2.066666666666667,0.9333333333333333,13.473684210526315,45.2,19,0,UAV count,10,30.0,27
aodv_like_reactive,10,35.0,medium,5,random_waypoint,16099,150,115,0.7666666666666667,26.03877234667862,1.6782608695652175,3.8333333333333335,1.3333333333333333,16.176470588235293,39.7,29,0,UAV count,10,30.0,28
aodv_like_reactive,10,35.0,medium,5,random_waypoint,16136,150,118,0.7866666666666666,25.256922194397557,1.694915254237288,3.933333333333333,1.3666666666666667,17.571428571428573,37.06666666666667,27,0,UAV count,10,30.0,29
aodv_like_reactive,10,35.0,medium,5,random_waypoint,16173,150,84,0.56,27.895026955513714,2.119047619047619,2.8,0.8333333333333334,16.38888888888889,43.43333333333333,25,0,UAV count,10,30.0,30
aodv_like_reactive,20,35.0,medium,5,random_waypoint,25100,150,149,0.9933333333333333,33.30678831223796,2.476510067114094,4.966666666666667,4.633333333333334,16.84375,100.73333333333333,26,0,UAV count,20,30.0,1
aodv_like_reactive,20,35.0,medium,5,random_waypoint,25137,150,135,0.9,31.877779179690553,2.214814814814815,4.5,4.566666666666666,15.653465346534654,96.73333333333333,23,0,UAV count,20,30.0,2
aodv_like_reactive,20,35.0,medium,5,random_waypoint,25174,150,129,0.86,30.689684924454937,2.1705426356589146,4.3,4.566666666666666,15.907216494845361,89.46666666666667,18,0,UAV count,20,30.0,3
aodv_like_reactive,20,35.0,medium,5,random_waypoint,25211,150,130,0.8666666666666667,30.384662516633014,1.9615384615384615,4.333333333333333,6.0,15.6328125,93.13333333333334,22,0,UAV count,20,30.0,4
aodv_like_reactive,20,35.0,medium,5,random_waypoint,25248,150,123,0.82,33.661175770189516,2.4471544715447155,4.1,4.233333333333333,15.258426966292134,103.36666666666666,23,0,UAV count,20,30.0,5
aodv_like_reactive,20,35.0,medium,5,random_waypoint,25285,150,117,0.78,33.41744070026443,2.547008547008547,3.9,4.266666666666667,15.662790697674419,99.46666666666667,22,0,UAV count,20,30.0,6
aodv_like_reactive,20,35.0,medium,5,random_waypoint,25322,150,119,0.7933333333333333,35.46605775893328,2.857142857142857,3.966666666666667,3.2666666666666666,15.487179487179487,104.53333333333333,18,0,UAV count,20,30.0,7
aodv_like_reactive,20,35.0,medium,5,random_waypoint,25359,150,144,0.96,35.45465694025479,2.9166666666666665,4.8,4.066666666666666,16.568181818181817,101.96666666666667,25,0,UAV count,20,30.0,8
aodv_like_reactive,20,35.0,medium,5,random_waypoint,25396,150,145,0.9666666666666667,32.89477174302775,2.413793103448276,4.833333333333333,4.9,15.788990825688073,97.96666666666667,23,0,UAV count,20,30.0,9
aodv_like_reactive,20,35.0,medium,5,random_waypoint,25433,150,132,0.88,33.53356046567185,2.5,4.4,4.566666666666666,15.395833333333334,101.3,27,0,UAV count,20,30.0,10
aodv_like_reactive,20,35.0,medium,5,random_waypoint,25470,150,128,0.8533333333333334,29.663927634242476,1.796875,4.266666666666667,5.6,18.67479674796748,93.8,15,0,UAV count,20,30.0,11
aodv_like_reactive,20,35.0,medium,5,random_waypoint,25507,150,137,0.9133333333333333,31.65255500380909,2.0291970802919708,4.566666666666666,5.166666666666667,15.586538461538462,102.03333333333333,25,0,UAV count,20,30.0,12
aodv_like_reactive,20,35.0,medium,5,random_waypoint,25544,150,135,0.9,36.032316767251075,2.9555555555555557,4.5,3.8333333333333335,15.50632911392405,105.8,26,0,UAV count,20,30.0,13
aodv_like_reactive,20,35.0,medium,5,random_waypoint,25581,150,149,0.9933333333333333,32.32429161017986,2.402684563758389,4.966666666666667,4.466666666666667,16.096774193548388,94.33333333333333,27,0,UAV count,20,30.0,14
aodv_like_reactive,20,35.0,medium,5,random_waypoint,25618,150,150,1.0,30.969735579484958,2.02,5.0,5.433333333333334,17.75862068965517,95.3,22,0,UAV count,20,30.0,15
aodv_like_reactive,20,35.0,medium,5,random_waypoint,25655,150,144,0.96,31.254798895034575,2.1527777777777777,4.8,5.1,16.6864406779661,93.43333333333334,26,0,UAV count,20,30.0,16
aodv_like_reactive,20,35.0,medium,5,random_waypoint,25692,150,116,0.7733333333333333,35.81049882135151,3.103448275862069,3.8666666666666667,3.1666666666666665,15.297297297297296,99.86666666666666,16,0,UAV count,20,30.0,17
aodv_like_reactive,20,35.0,medium,5,random_waypoint,25729,150,129,0.86,31.214554372631095,2.062015503875969,4.3,5.3,15.709090909090909,97.1,21,0,UAV count,20,30.0,18
aodv_like_reactive,20,35.0,medium,5,random_waypoint,25766,150,139,0.9266666666666666,31.204788732089096,2.115107913669065,4.633333333333334,5.266666666666667,15.091603053435115,93.6,20,0,UAV count,20,30.0,19
aodv_like_reactive,20,35.0,medium,5,random_waypoint,25803,150,118,0.7866666666666666,31.848255161387897,2.110169491525424,3.933333333333333,4.766666666666667,15.612903225806452,100.23333333333333,24,0,UAV count,20,30.0,20
aodv_like_reactive,20,35.0,medium,5,random_waypoint,25840,150,128,0.8533333333333334,34.712150158513616,2.6953125,4.266666666666667,4.233333333333333,16.74074074074074,103.36666666666666,30,0,UAV count,20,30.0,21
aodv_like_reactive,20,35.0,medium,5,random_waypoint,25877,150,131,0.8733333333333333,32.63901284359028,2.3435114503816794,4.366666666666666,4.666666666666667,15.638297872340425,98.46666666666667,28,0,UAV count,20,30.0,22
aodv_like_reactive,20,35.0,medium,5,random_waypoint,25914,150,131,0.8733333333333333,30.39840981331316,1.816793893129771,4.366666666666666,5.333333333333333,17.30327868852459,97.16666666666667,26,0,UAV count,20,30.0,23
aodv_like_reactive,20,35.0,medium,5,random_waypoint,25951,150,121,0.8066666666666666,31.514515889217947,2.0578512396694215,4.033333333333333,5.433333333333334,15.701754385964913,99.5,23,0,UAV count,20,30.0,24
aodv_like_reactive,20,35.0,medium,5,random_waypoint,25988,150,126,0.84,30.89875746876378,1.9444444444444444,4.2,4.933333333333334,16.89423076923077,97.23333333333333,19,0,UAV count,20,30.0,25
aodv_like_reactive,20,35.0,medium,5,random_waypoint,26025,150,117,0.78,32.188193574495095,2.264957264957265,3.9,3.9,15.976744186046512,97.73333333333333,19,0,UAV count,20,30.0,26
aodv_like_reactive,20,35.0,medium,5,random_waypoint,26062,150,122,0.8133333333333334,30.640236710482554,1.9672131147540983,4.066666666666666,5.9,15.5,95.63333333333334,22,0,UAV count,20,30.0,27
aodv_like_reactive,20,35.0,medium,5,random_waypoint,26099,150,118,0.7866666666666666,32.71557920787713,2.3389830508474576,3.933333333333333,4.533333333333333,15.91578947368421,99.63333333333334,22,0,UAV count,20,30.0,28
aodv_like_reactive,20,35.0,medium,5,random_waypoint,26136,150,131,0.8733333333333333,32.674530325939436,2.351145038167939,4.366666666666666,4.266666666666667,16.741573033707866,99.3,25,0,UAV count,20,30.0,29
aodv_like_reactive,20,35.0,medium,5,random_waypoint,26173,150,111,0.74,31.033733257171427,2,3.7,4.666666666666667,14.326530612244898,98.03333333333333,14,0,UAV count,20,30.0,30
aodv_like_reactive,30,35.0,medium,5,random_waypoint,35100,150,150,1.0,33.60018056348274,2.2333333333333334,5.0,11.633333333333333,15.6625,155.83333333333334,15,0,UAV count,30,30.0,1
aodv_like_reactive,30,35.0,medium,5,random_waypoint,35137,150,148,0.9866666666666667,32.812962466028104,2.135135135135135,4.933333333333334,11.566666666666666,15.920833333333333,152.03333333333333,14,0,UAV count,30,30.0,2
aodv_like_reactive,30,35.0,medium,5,random_waypoint,35174,150,139,0.9266666666666666,33.644035081660945,2.2949640287769784,4.633333333333334,9.766666666666667,15.216981132075471,152.2,8,0,UAV count,30,30.0,3
aodv_like_reactive,30,35.0,medium,5,random_waypoint,35211,150,147,0.98,33.58922255730974,2.3537414965986394,4.9,9.566666666666666,15.747474747474747,150.86666666666667,16,0,UAV count,30,30.0,4
aodv_like_reactive,30,35.0,medium,5,random_waypoint,35248,150,150,1.0,34.560058537085595,2.5,5.0,11.3,15.265217391304347,152.66666666666666,16,0,UAV count,30,30.0,5
aodv_like_reactive,30,35.0,medium,5,random_waypoint,35285,150,143,0.9533333333333334,33.32140110587745,2.2867132867132867,4.766666666666667,11.033333333333333,16.77777777777778,149.16666666666666,13,0,UAV count,30,30.0,6
aodv_like_reactive,30,35.0,medium,5,random_waypoint,35322,150,139,0.9266666666666666,32.86390169310313,2.129496402877698,4.633333333333334,9.6,15.497816593886462,150.1,9,0,UAV count,30,30.0,7
aodv_like_reactive,30,35.0,medium,5,random_waypoint,35359,150,150,1.0,33.206078880329876,2.18,5.0,11.4,15.914285714285715,152.36666666666667,13,0,UAV count,30,30.0,8
aodv_like_reactive,30,35.0,medium,5,random_waypoint,35396,150,150,1.0,34.95494342060513,2.513333333333333,5.0,9.633333333333333,15.349056603773585,157.26666666666668,17,0,UAV count,30,30.0,9
aodv_like_reactive,30,35.0,medium,5,random_waypoint,35433,150,150,1.0,33.374077258381654,2.2466666666666666,5.0,10.766666666666667,16.13807531380753,151.6,9,0,UAV count,30,30.0,10
aodv_like_reactive,30,35.0,medium,5,random_waypoint,35470,150,149,0.9933333333333333,35.22229706507005,2.651006711409396,4.966666666666667,8.933333333333334,15.715025906735752,152.36666666666667,9,0,UAV count,30,30.0,11
aodv_like_reactive,30,35.0,medium,5,random_waypoint,35507,150,150,1.0,33.04058441270754,2.1533333333333333,5.0,11.033333333333333,15.906122448979591,152.1,16,0,UAV count,30,30.0,12
aodv_like_reactive,30,35.0,medium,5,random_waypoint,35544,150,148,0.9866666666666667,33.35079728200746,2.27027027027027,4.933333333333334,11.433333333333334,16.49397590361446,149.33333333333334,15,0,UAV count,30,30.0,13
aodv_like_reactive,30,35.0,medium,5,random_waypoint,35581,150,149,0.9933333333333333,35.1170367188505,2.5369127516778525,4.966666666666667,8.333333333333334,15.63953488372093,156.06666666666666,17,0,UAV count,30,30.0,14
aodv_like_reactive,30,35.0,medium,5,random_waypoint,35618,150,147,0.98,33.08999266835772,2.1904761904761907,4.9,10.333333333333334,16.06140350877193,151.16666666666666,15,0,UAV count,30,30.0,15
aodv_like_reactive,30,35.0,medium,5,random_waypoint,35655,150,144,0.96,34.16149029671832,2.4722222222222223,4.8,9.4,15.354166666666666,148.93333333333334,13,0,UAV count,30,30.0,16
aodv_like_reactive,30,35.0,medium,5,random_waypoint,35692,150,134,0.8933333333333333,34.456274410919555,2.537313432835821,4.466666666666667,10.0,14.976958525345623,149.43333333333334,16,0,UAV count,30,30.0,17
aodv_like_reactive,30,35.0,medium,5,random_waypoint,35729,150,138,0.92,32.81339337526367,2.1159420289855073,4.6,11.633333333333333,16.53711790393013,151.2,18,0,UAV count,30,30.0,18
aodv_like_reactive,30,35.0,medium,5,random_waypoint,35766,150,148,0.9866666666666667,34.647519338394986,2.52027027027027,4.933333333333334,10.266666666666667,15.464788732394366,151.63333333333333,17,0,UAV count,30,30.0,19
aodv_like_reactive,30,35.0,medium,5,random_waypoint,35803,150,146,0.9733333333333334,33.23303444276569,2.212328767123288,4.866666666666666,11.933333333333334,15.76639344262295,151.0,17,0,UAV count,30,30.0,20
aodv_like_reactive,30,35.0,medium,5,random_waypoint,35840,150,150,1.0,33.92000430348748,2.4466666666666668,5.0,10.7,15.155844155844155,148.43333333333334,12,0,UAV count,30,30.0,21
aodv_like_reactive,30,35.0,medium,5,random_waypoint,35877,150,146,0.9733333333333334,34.714430944079595,2.5,4.866666666666666,10.0,14.299539170506913,155.63333333333333,13,0,UAV count,30,30.0,22
aodv_like_reactive,30,35.0,medium,5,random_waypoint,35914,150,147,0.98,32.87713576818635,2.1700680272108843,4.9,11.633333333333333,15.786561264822135,148.86666666666667,15,0,UAV count,30,30.0,23
aodv_like_reactive,30,35.0,medium,5,random_waypoint,35951,150,132,0.88,33.47066775704641,2.265151515151515,4.4,10.1,15.4009009009009,151.3,5,0,UAV count,30,30.0,24
aodv_like_reactive,30,35.0,medium,5,random_waypoint,35988,150,150,1.0,33.707510338833224,2.2333333333333334,5.0,10.4,16.22421524663677,155.9,19,0,UAV count,30,30.0,25
aodv_like_reactive,30,35.0,medium,5,random_waypoint,36025,150,150,1.0,36.20368838911525,2.84,5.0,9.4,15.797029702970297,155.53333333333333,18,0,UAV count,30,30.0,26
aodv_like_reactive,30,35.0,medium,5,random_waypoint,36062,150,146,0.9733333333333334,34.25749923490604,2.4452054794520546,4.866666666666666,10.466666666666667,16.535398230088497,151.1,14,0,UAV count,30,30.0,27
aodv_like_reactive,30,35.0,medium,5,random_waypoint,36099,150,144,0.96,33.49533334458045,2.2847222222222223,4.8,11.0,15.788793103448276,150.16666666666666,15,0,UAV count,30,30.0,28
aodv_like_reactive,30,35.0,medium,5,random_waypoint,36136,150,148,0.9866666666666667,33.22106266579401,2.27027027027027,4.933333333333334,11.366666666666667,16.160869565217393,147.46666666666667,18,0,UAV count,30,30.0,29
aodv_like_reactive,30,35.0,medium,5,random_waypoint,36173,150,138,0.92,33.35313673810262,2.181159420289855,4.6,11.033333333333333,15.932773109243698,153.66666666666666,14,0,UAV count,30,30.0,30
aodv_like_reactive,50,35.0,medium,5,random_waypoint,45100,150,149,0.9933333333333333,36.158562806371435,2.469798657718121,4.966666666666667,27.833333333333332,14.368932038834952,260.5,5,0,UAV count,50,30.0,1
aodv_like_reactive,50,35.0,medium,5,random_waypoint,45137,150,150,1.0,35.417626468680744,2.3533333333333335,5.0,28.7,15.705696202531646,256.53333333333336,6,0,UAV count,50,30.0,2
aodv_like_reactive,50,35.0,medium,5,random_waypoint,45174,150,150,1.0,34.37233877882771,2.08,5.0,32.833333333333336,15.884225759768452,260.4,3,0,UAV count,50,30.0,3
aodv_like_reactive,50,35.0,medium,5,random_waypoint,45211,150,150,1.0,34.82393741522322,2.2533333333333334,5.0,30.2,15.798550724637682,254.3,5,0,UAV count,50,30.0,4
aodv_like_reactive,50,35.0,medium,5,random_waypoint,45248,150,150,1.0,33.52099076292612,1.9866666666666666,5.0,34.233333333333334,16.138440860215052,251.3,7,0,UAV count,50,30.0,5
aodv_like_reactive,50,35.0,medium,5,random_waypoint,45285,150,150,1.0,34.6329512592615,2.2666666666666666,5.0,32.53333333333333,15.63312693498452,250.9,2,0,UAV count,50,30.0,6
aodv_like_reactive,50,35.0,medium,5,random_waypoint,45322,150,150,1.0,34.768193863235545,2.2666666666666666,5.0,29.2,14.911858974358974,252.7,5,0,UAV count,50,30.0,7
aodv_like_reactive,50,35.0,medium,5,random_waypoint,45359,150,147,0.98,35.44526677953517,2.3469387755102042,4.9,28.333333333333332,15.716723549488055,258.06666666666666,2,0,UAV count,50,30.0,8
aodv_like_reactive,50,35.0,medium,5,random_waypoint,45396,150,150,1.0,34.87840974881765,2.2666666666666666,5.0,31.433333333333334,15.660844250363901,252.5,4,0,UAV count,50,30.0,9
aodv_like_reactive,50,35.0,medium,5,random_waypoint,45433,150,150,1.0,34.05165245778149,2.066666666666667,5.0,32.53333333333333,16.697604790419163,253.26666666666668,6,0,UAV count,50,30.0,10
aodv_like_reactive,50,35.0,medium,5,random_waypoint,45470,150,150,1.0,34.53775874817611,2.2,5.0,30.433333333333334,15.325337331334334,252.26666666666668,5,0,UAV count,50,30.0,11
aodv_like_reactive,50,35.0,medium,5,random_waypoint,45507,150,150,1.0,34.433844257518196,2.1333333333333333,5.0,29.933333333333334,15.1283255086072,257.2,5,0,UAV count,50,30.0,12
aodv_like_reactive,50,35.0,medium,5,random_waypoint,45544,150,147,0.98,34.289223884810646,2.074829931972789,4.9,28.766666666666666,15.73397435897436,258.3666666666667,4,0,UAV count,50,30.0,13
aodv_like_reactive,50,35.0,medium,5,random_waypoint,45581,150,148,0.9866666666666667,36.236880328644375,2.574324324324324,4.933333333333334,25.8,15.136279926335176,255.7,11,0,UAV count,50,30.0,14
aodv_like_reactive,50,35.0,medium,5,random_waypoint,45618,150,150,1.0,35.01936356239478,2.2533333333333334,5.0,31.166666666666668,15.581395348837209,257.8,7,0,UAV count,50,30.0,15
